HR0,HR1,HR10,HR11,HR12,HR13,HR14,HR15,HR16,HR17,HR18,HR19,HR2,HR20,HR21,HR22,HR24,HR25,HR26,HR27,HR28,HR29,HR3,HR4,HR5,HR6,HR7,HR8,HR9,NormativeModel_fitness,label
4,9,0,0,9,0,0,0,0,0,0,0,0,0,9,0,9,0,4,4,4,0,4,0,0,0,4,4,0,0.6428571428571428,Normal_73
0,0,4,0,4,4,0,4,0,0,0,0,0,0,9,4,9,9,0,0,0,0,4,4,0,0,9,0,9,0.575,Normal_74
0,4,0,0,9,9,0,0,0,4,0,9,14,4,4,0,0,9,0,0,0,0,0,0,0,9,0,0,9,0.5777777777777777,Normal_75
4,9,0,0,0,0,9,9,0,0,0,4,4,4,0,4,0,9,0,0,0,9,0,9,0,0,4,4,0,0.5476190476190477,Normal_76
9,0,4,4,4,0,9,0,0,0,0,0,0,4,4,0,9,0,0,0,4,0,4,0,4,0,0,4,0,0.5945945945945945,Normal_77
9,0,14,0,0,9,0,0,4,0,0,9,0,4,9,4,4,0,0,0,14,0,0,0,0,0,4,4,9,0.47619047619047616,Normal_78
9,0,0,0,9,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0.7674418604651163,Normal_79
0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0.8717948717948718,Normal_8
0,0,0,0,4,9,0,4,0,9,0,0,9,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0.7317073170731707,Normal_80
0,0,9,0,0,14,9,0,0,0,0,9,9,4,0,4,9,0,0,0,0,0,0,9,0,0,4,4,0,0.5777777777777777,Normal_81
4,9,4,0,9,9,9,0,0,0,9,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,4,9,0,0.5609756097560976,Normal_82
4,0,0,0,4,0,4,0,0,0,9,0,9,4,0,0,4,0,0,0,9,0,4,0,0,0,9,4,9,0.5526315789473684,Normal_83
0,9,0,0,14,9,4,0,0,0,0,0,4,0,19,9,0,0,9,0,0,0,9,0,0,0,9,0,4,0.5,Normal_84
4,14,0,0,9,4,9,0,0,0,4,0,4,4,9,9,9,0,0,0,9,0,4,0,0,0,4,4,4,0.4666666666666667,Normal_85
9,0,0,0,4,0,4,0,0,4,0,9,0,9,0,0,9,0,14,0,0,0,0,0,0,0,9,4,0,0.6046511627906976,Normal_86
0,0,0,0,4,0,0,0,9,0,0,0,9,9,14,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0.7333333333333334,Normal_87
0,0,4,0,0,0,4,9,0,0,4,0,0,0,0,0,9,0,0,4,0,4,0,0,0,0,0,0,4,0.7777777777777778,Normal_88
0,0,4,0,0,4,9,9,0,0,0,0,4,4,9,4,9,4,4,4,0,4,0,9,0,0,4,9,0,0.4883720930232558,Normal_89
9,4,0,0,0,9,0,0,0,9,0,4,4,14,4,0,9,0,4,0,0,9,0,0,0,0,9,9,4,0.4772727272727273,Normal_9
4,4,4,0,4,0,4,14,0,0,0,0,0,0,0,0,0,4,4,4,0,9,0,0,4,0,9,9,4,0.5869565217391304,Normal_90
4,9,0,0,0,9,4,0,0,0,0,4,9,0,4,0,0,9,0,0,0,4,0,0,0,0,0,9,0,0.6428571428571428,Normal_91
0,0,0,0,9,4,0,0,0,0,9,0,0,4,0,4,4,4,4,4,0,0,4,9,0,0,0,9,0,0.6363636363636364,Normal_92
14,0,14,0,4,4,4,4,0,0,0,9,4,4,0,14,9,0,0,9,4,9,4,0,0,0,0,9,4,0.28205128205128205,Normal_93
0,0,0,0,4,4,4,4,0,0,0,4,4,4,9,4,9,0,0,0,9,4,4,0,9,0,0,0,0,0.5135135135135135,Normal_94
4,9,14,0,0,9,4,0,4,0,4,4,4,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0.6363636363636364,Normal_95
0,0,4,0,4,4,9,4,0,0,0,0,0,9,0,0,4,0,0,0,4,0,0,0,0,0,4,4,0,0.6923076923076923,Normal_96
4,4,4,0,14,0,0,0,4,4,4,4,4,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0.6956521739130435,Normal_97
9,4,0,9,4,9,0,4,4,4,4,0,0,4,9,4,4,0,9,0,9,9,14,0,4,0,0,0,4,0.36363636363636365,Normal_98
4,4,4,0,0,0,4,0,0,4,0,9,4,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,4,0.7045454545454546,Normal_99
